# Table format: 4D
# table_unit = Wb/m
# axis1_unit = degree
# axis2_unit = A
# axis3_unit = A
# axis4_unit = A
# axis1_token = theta
# axis2_token = ifl
# axis3_token = id
# axis4_token = iq
81
11
11
11
    5.00000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     2.00000000000000e+000     2.50000000000000e+000     3.00000000000000e+000     3.50000000000000e+000     4.00000000000000e+000     4.50000000000000e+000     5.00000000000000e+000     5.50000000000000e+000     6.00000000000000e+000     6.50000000000000e+000     7.00000000000000e+000     7.50000000000000e+000     8.00000000000000e+000     8.50000000000000e+000     9.00000000000000e+000     9.50000000000000e+000     1.00000000000000e+001     1.05000000000000e+001     1.10000000000000e+001     1.15000000000000e+001     1.20000000000000e+001     1.25000000000000e+001     1.30000000000000e+001     1.35000000000000e+001     1.40000000000000e+001     1.45000000000000e+001     1.50000000000000e+001     1.55000000000000e+001     1.60000000000000e+001     1.65000000000000e+001     1.70000000000000e+001     1.75000000000000e+001     1.80000000000000e+001     1.85000000000000e+001     1.90000000000000e+001     1.95000000000000e+001     2.00000000000000e+001     2.05000000000000e+001     2.10000000000000e+001     2.15000000000000e+001     2.20000000000000e+001     2.25000000000000e+001     2.30000000000000e+001     2.35000000000000e+001     2.40000000000000e+001     2.45000000000000e+001     2.50000000000000e+001     2.55000000000000e+001     2.60000000000000e+001     2.65000000000000e+001     2.70000000000000e+001     2.75000000000000e+001     2.80000000000000e+001     2.85000000000000e+001     2.90000000000000e+001     2.95000000000000e+001     3.00000000000000e+001     3.05000000000000e+001     3.10000000000000e+001     3.15000000000000e+001     3.20000000000000e+001     3.25000000000000e+001     3.30000000000000e+001     3.35000000000000e+001     3.40000000000000e+001     3.45000000000000e+001     3.50000000000000e+001     3.55000000000000e+001     3.60000000000000e+001     3.65000000000000e+001     3.70000000000000e+001     3.75000000000000e+001     3.80000000000000e+001     3.85000000000000e+001     3.90000000000000e+001     3.95000000000000e+001     4.00000000000000e+001     4.05000000000000e+001
   -5.50000000000000e+000    -4.40000000000000e+000    -3.30000000000000e+000    -2.20000000000000e+000    -1.10000000000000e+000     0.00000000000000e+000     1.10000000000000e+000     2.20000000000000e+000     3.30000000000000e+000     4.40000000000000e+000     5.50000000000000e+000
   -3.30000000000000e+002    -2.64000000000000e+002    -1.98000000000000e+002    -1.32000000000000e+002    -6.60000000000000e+001     0.00000000000000e+000     6.60000000000000e+001     1.32000000000000e+002     1.98000000000000e+002     2.64000000000000e+002     3.30000000000000e+002
   -3.30000000000000e+002    -2.64000000000000e+002    -1.98000000000000e+002    -1.32000000000000e+002    -6.60000000000000e+001     0.00000000000000e+000     6.60000000000000e+001     1.32000000000000e+002     1.98000000000000e+002     2.64000000000000e+002     3.30000000000000e+002
   -8.89265794723786e-001    -8.96643262008152e-001    -9.06165536543900e-001    -9.16342777396037e-001    -9.25923534306554e-001    -9.33830079113061e-001    -9.39940290453615e-001    -9.44184493832276e-001    -9.46656974036687e-001    -9.47576444095852e-001    -9.47163768079609e-001    -9.45565965203260e-001    -9.42862396776223e-001    -9.39125581504104e-001    -9.34532101550631e-001    -9.29321826138063e-001    -9.23834656205224e-001    -9.18560838510626e-001    -9.14173835753913e-001    -9.11880001765970e-001    -9.12873661725574e-001    -9.16774120345649e-001    -9.21787307037215e-001    -9.26902986485897e-001    -9.31716641561971e-001    -9.35991788614295e-001    -9.39488618967804e-001    -9.42004183350754e-001    -9.43396562196339e-001    -9.43278917593814e-001    -9.41179708878330e-001    -9.37287469662667e-001    -9.31910736891656e-001    -9.25359373777832e-001    -9.17927019289761e-001    -9.09818627862888e-001    -9.01640651206624e-001    -8.94230725796902e-001    -8.88459322107429e-001    -8.85960258767962e-001    -8.89265794723786e-001    -8.96643262008152e-001    -9.06165536543900e-001    -9.16342777396037e-001    -9.25923534306554e-001    -9.33830079113061e-001    -9.39940290453615e-001    -9.44184493832276e-001    -9.46656974036687e-001    -9.47576444095852e-001    -9.47163768079609e-001    -9.45565965203260e-001    -9.42862396776223e-001    -9.39125581504104e-001    -9.34532101550631e-001    -9.29321826138063e-001    -9.23834656205224e-001    -9.18560838510626e-001    -9.14173835753913e-001    -9.11880001765970e-001    -9.12873661725574e-001    -9.16774120345649e-001    -9.21787307037215e-001    -9.26902986485897e-001    -9.31716641561971e-001    -9.35991788614295e-001    -9.39488618967804e-001    -9.42004183350754e-001    -9.43396562196339e-001    -9.43278917593814e-001    -9.41179708878330e-001    -9.37287469662667e-001    -9.31910736891656e-001    -9.25359373777832e-001    -9.17927019289761e-001    -9.09818627862888e-001    -9.01640651206624e-001    -8.94230725796902e-001    -8.88459322107429e-001    -8.85960258767962e-001    -8.89265794723786e-001
   -8.97441758051974e-001    -9.04831960553347e-001    -9.14372403352322e-001    -9.24553300278117e-001    -9.34195674234780e-001    -9.42157153973419e-001    -9.48323614794652e-001    -9.52644052934691e-001    -9.55167773591356e-001    -9.56128328029523e-001    -9.55762329085077e-001    -9.54206535751552e-001    -9.51517182946651e-001    -9.47799873578985e-001    -9.43205035523245e-001    -9.38014053802475e-001    -9.32553526188052e-001    -9.27338552015055e-001    -9.23010394731712e-001    -9.20778350369610e-001    -9.21811515813285e-001    -9.25707205113712e-001    -9.30719529208866e-001    -9.35785712371946e-001    -9.40557065367083e-001    -9.44745609862672e-001    -9.48137686285197e-001    -9.50534741826851e-001    -9.51810206859608e-001    -9.51643145858832e-001    -9.49473521791795e-001    -9.45506761383530e-001    -9.40088035149998e-001    -9.33556394202310e-001    -9.26104193169645e-001    -9.17934506784702e-001    -9.09750230922295e-001    -9.02357503365627e-001    -8.96612128344915e-001    -8.94117560761410e-001    -8.97441758051974e-001    -9.04831960553347e-001    -9.14372403352322e-001    -9.24553300278117e-001    -9.34195674234780e-001    -9.42157153973419e-001    -9.48323614794652e-001    -9.52644052934691e-001    -9.55167773591356e-001    -9.56128328029523e-001    -9.55762329085077e-001    -9.54206535751552e-001    -9.51517182946651e-001    -9.47799873578985e-001    -9.43205035523245e-001    -9.38014053802475e-001    -9.32553526188052e-001    -9.27338552015055e-001    -9.23010394731712e-001    -9.20778350369610e-001    -9.21811515813285e-001    -9.25707205113712e-001    -9.30719529208866e-001    -9.35785712371946e-001    -9.40557065367083e-001    -9.44745609862672e-001    -9.48137686285197e-001    -9.50534741826851e-001    -9.51810206859608e-001    -9.51643145858832e-001    -9.49473521791795e-001    -9.45506761383530e-001    -9.40088035149998e-001    -9.33556394202310e-001    -9.26104193169645e-001    -9.17934506784702e-001    -9.09750230922295e-001    -9.02357503365627e-001    -8.96612128344915e-001    -8.94117560761410e-001    -8.97441758051974e-001
   -9.09010659602885e-001    -9.16478665268369e-001    -9.26056269358063e-001    -9.36304951027344e-001    -9.46045531252370e-001    -9.54120300974339e-001    -9.60381912430428e-001    -9.64797843560079e-001    -9.67409582068863e-001    -9.68489956829972e-001    -9.68202946348689e-001    -9.66685822331260e-001    -9.64023691051115e-001    -9.60312635813483e-001    -9.55736467091627e-001    -9.50562464856515e-001    -9.45163844614307e-001    -9.40036623310604e-001    -9.35838367132499e-001    -9.33737789408907e-001    -9.34894670987096e-001    -9.38889706298998e-001    -9.43924895510873e-001    -9.48958085866826e-001    -9.53653434746084e-001    -9.57722015899170e-001    -9.60921803627567e-001    -9.63114950085922e-001    -9.64184548477564e-001    -9.63835142945932e-001    -9.61516930230943e-001    -9.57391130703252e-001    -9.51876617527392e-001    -9.45306597862126e-001    -9.37721421064836e-001    -9.29430301471451e-001    -9.21196961068550e-001    -9.13798484254331e-001    -9.08078115551191e-001    -9.05625335053625e-001    -9.09010659602885e-001    -9.16478665268369e-001    -9.26056269358063e-001    -9.36304951027344e-001    -9.46045531252370e-001    -9.54120300974339e-001    -9.60381912430428e-001    -9.64797843560079e-001    -9.67409582068863e-001    -9.68489956829972e-001    -9.68202946348689e-001    -9.66685822331260e-001    -9.64023691051115e-001    -9.60312635813483e-001    -9.55736467091627e-001    -9.50562464856515e-001    -9.45163844614307e-001    -9.40036623310604e-001    -9.35838367132499e-001    -9.33737789408907e-001    -9.34894670987096e-001    -9.38889706298998e-001    -9.43924895510873e-001    -9.48958085866826e-001    -9.53653434746084e-001    -9.57722015899170e-001    -9.60921803627567e-001    -9.63114950085922e-001    -9.64184548477564e-001    -9.63835142945932e-001    -9.61516930230943e-001    -9.57391130703252e-001    -9.51876617527392e-001    -9.45306597862126e-001    -9.37721421064836e-001    -9.29430301471451e-001    -9.21196961068550e-001    -9.13798484254331e-001    -9.08078115551191e-001    -9.05625335053625e-001    -9.09010659602885e-001
   -9.27505234674403e-001    -9.35077812590878e-001    -9.44747241755258e-001    -9.55089356780283e-001    -9.64917481357413e-001    -9.73132805591286e-001    -9.79540562550412e-001    -9.84102311669074e-001    -9.86896366416185e-001    -9.88118942363574e-001    -9.87910841490538e-001    -9.86437702625163e-001    -9.83807904699264e-001    -9.80154954905251e-001    -9.75634893416392e-001    -9.70520777109551e-001    -9.65204422506241e-001    -9.60231013128992e-001    -9.56201274909395e-001    -9.54273362877200e-001    -9.55599372851405e-001    -9.59650527119703e-001    -9.64642211271512e-001    -9.69588482107740e-001    -9.74108130775942e-001    -9.77917451236173e-001    -9.80832138343920e-001    -9.82695472534217e-001    -9.83428625323566e-001    -9.82833308467850e-001    -9.80299431022866e-001    -9.76011232473768e-001    -9.70465215326072e-001    -9.63823940050406e-001    -9.56027218090661e-001    -9.47616476119330e-001    -9.39371983117865e-001    -9.32043794973355e-001    -9.26431857646943e-001    -9.24067950574624e-001    -9.27505234674403e-001    -9.35077812590878e-001    -9.44747241755258e-001    -9.55089356780283e-001    -9.64917481357413e-001    -9.73132805591286e-001    -9.79540562550412e-001    -9.84102311669074e-001    -9.86896366416185e-001    -9.88118942363574e-001    -9.87910841490538e-001    -9.86437702625163e-001    -9.83807904699264e-001    -9.80154954905251e-001    -9.75634893416392e-001    -9.70520777109551e-001    -9.65204422506241e-001    -9.60231013128992e-001    -9.56201274909395e-001    -9.54273362877200e-001    -9.55599372851405e-001    -9.59650527119703e-001    -9.64642211271512e-001    -9.69588482107740e-001    -9.74108130775942e-001    -9.77917451236173e-001    -9.80832138343920e-001    -9.82695472534217e-001    -9.83428625323566e-001    -9.82833308467850e-001    -9.80299431022866e-001    -9.76011232473768e-001    -9.70465215326072e-001    -9.63823940050406e-001    -9.56027218090661e-001    -9.47616476119330e-001    -9.39371983117865e-001    -9.32043794973355e-001    -9.26431857646943e-001    -9.24067950574624e-001    -9.27505234674403e-001
   -9.53282264311144e-001    -9.60864718206305e-001    -9.70516037135883e-001    -9.80861149588407e-001    -9.90799892605533e-001    -9.99183213568617e-001    -1.00575591813753e+000    -1.01055902167300e+000    -1.01354389664248e+000    -1.01487711726181e+000    -1.01472269141561e+000    -1.01329059516612e+000    -1.01070794082260e+000    -1.00710083611157e+000    -1.00264721695603e+000    -9.97634162922271e-001    -9.92494274436997e-001    -9.87726066333408e-001    -9.83841524689079e-001    -9.81957735001334e-001    -9.83244092818728e-001    -9.87195439155121e-001    -9.91972789897405e-001    -9.96611722958495e-001    -1.00075087216943e+000    -1.00416307400438e+000    -1.00662826810526e+000    -1.00810028537450e+000    -1.00849208685312e+000    -1.00769113714053e+000    -1.00516447783729e+000    -1.00105438666164e+000    -9.95674326273915e-001    -9.88919066002646e-001    -9.81058658458036e-001    -9.72711765057120e-001    -9.64631013370972e-001    -9.57527158252606e-001    -9.52125021162089e-001    -9.49861674839401e-001    -9.53282264311144e-001    -9.60864718206305e-001    -9.70516037135883e-001    -9.80861149588407e-001    -9.90799892605533e-001    -9.99183213568617e-001    -1.00575591813753e+000    -1.01055902167300e+000    -1.01354389664248e+000    -1.01487711726181e+000    -1.01472269141561e+000    -1.01329059516612e+000    -1.01070794082260e+000    -1.00710083611157e+000    -1.00264721695603e+000    -9.97634162922271e-001    -9.92494274436997e-001    -9.87726066333408e-001    -9.83841524689079e-001    -9.81957735001334e-001    -9.83244092818728e-001    -9.87195439155121e-001    -9.91972789897405e-001    -9.96611722958495e-001    -1.00075087216943e+000    -1.00416307400438e+000    -1.00662826810526e+000    -1.00810028537450e+000    -1.00849208685312e+000    -1.00769113714053e+000    -1.00516447783729e+000    -1.00105438666164e+000    -9.95674326273915e-001    -9.88919066002646e-001    -9.81058658458036e-001    -9.72711765057120e-001    -9.64631013370972e-001    -9.57527158252606e-001    -9.52125021162089e-001    -9.49861674839401e-001    -9.53282264311144e-001
   -9.87025655971007e-001    -9.94580314846395e-001    -1.00420854878264e+000    -1.01457830796892e+000    -1.02466843014273e+000    -1.03331385400597e+000    -1.04023349624267e+000    -1.04532244279671e+000    -1.04849600782322e+000    -1.04993959931901e+000    -1.04987240748574e+000    -1.04851305398004e+000    -1.04602182463860e+000    -1.04253677078429e+000    -1.03820458554103e+000    -1.03338359398168e+000    -1.02855034654566e+000    -1.02411934025476e+000    -1.02048263970619e+000    -1.01876928960750e+000    -1.02017236213193e+000    -1.02398518986358e+000    -1.02832639500974e+000    -1.03235523366313e+000    -1.03577744377121e+000    -1.03841885181194e+000    -1.04012873095022e+000    -1.04094226766692e+000    -1.04080168311434e+000    -1.03973085907132e+000    -1.03745144995387e+000    -1.03359204419805e+000    -1.02804177876283e+000    -1.02110082786602e+000    -1.01325149870238e+000    -1.00509927803088e+000    -9.97337548073389e-001    -9.90613465786554e-001    -9.85569311029298e-001    -9.83506327814527e-001    -9.87025655971007e-001    -9.94580314846395e-001    -1.00420854878264e+000    -1.01457830796892e+000    -1.02466843014273e+000    -1.03331385400597e+000    -1.04023349624267e+000    -1.04532244279671e+000    -1.04849600782322e+000    -1.04993959931901e+000    -1.04987240748574e+000    -1.04851305398004e+000    -1.04602182463860e+000    -1.04253677078429e+000    -1.03820458554103e+000    -1.03338359398168e+000    -1.02855034654566e+000    -1.02411934025476e+000    -1.02048263970619e+000    -1.01876928960750e+000    -1.02017236213193e+000    -1.02398518986358e+000    -1.02832639500974e+000    -1.03235523366313e+000    -1.03577744377121e+000    -1.03841885181194e+000    -1.04012873095022e+000    -1.04094226766692e+000    -1.04080168311434e+000    -1.03973085907132e+000    -1.03745144995387e+000    -1.03359204419805e+000    -1.02804177876283e+000    -1.02110082786602e+000    -1.01325149870238e+000    -1.00509927803088e+000    -9.97337548073389e-001    -9.90613465786554e-001    -9.85569311029298e-001    -9.83506327814527e-001    -9.87025655971007e-001
